【正解】: 5 | 【予測】: 4 (3.994451) | OOV: 4/27 | 【本文】: I have used Quicken for many years.  Although I think it is a rip to have to upgrad every 3 years, I can't fault this product.
【正解】: 5 | 【予測】: 4 (4.187834) | OOV: 0/7 | 【本文】: good price and was delivered very quickly
【正解】: 5 | 【予測】: 4 (4.4680333) | OOV: 1/10 | 【本文】: great price and quick delivery. mcAfee always works for me
【正解】: 1 | 【予測】: 1 (1.2249281) | OOV: 3/43 | 【本文】: I tried the free and payed for a month. Than l had it cancelled. Was supposed to be coming out of my Amazon credit card. Looking today it's still coming out of my 5th 3rd credit card. How do I cancel this ?
【正解】: 5 | 【予測】: 4 (3.5818677) | OOV: 0/4 | 【本文】: Great product no complaints
【正解】: 5 | 【予測】: 4 (3.9008567) | OOV: 0/14 | 【本文】: Love game for all ages building your own zoo as you pass match levels
【正解】: 5 | 【予測】: 4 (4.306274) | OOV: 1/7 | 【本文】: Useing on my fire tablet working great
【正解】: 4 | 【予測】: 4 (3.805795) | OOV: 0/11 | 【本文】: Very challenging game for young and older adults! Enjoy using brain.
【正解】: 5 | 【予測】: 4 (3.7016904) | OOV: 4/39 | 【本文】: You will 💘 creating fish bowls, while using your brain to. You will 💘 your fishies and they love you back. Decorate the way you want you can move things to other fish bowls stoore items just great enjoyment!!!
【正解】: 4 | 【予測】: 3 (3.443248) | OOV: 7/40 | 【本文】: Love game good for the brain.<br /><br />  very challenging their hardest game, for any age that's what is important most of all. And the enjoyment of helping is learning . And teaches patience is worth it.and love gardening.
【正解】: 5 | 【予測】: 4 (4.4470434) | OOV: 0/6 | 【本文】: Very engaging, enjoying it a lot.
【正解】: 4 | 【予測】: 4 (4.1868296) | OOV: 3/49 | 【本文】: I have used several products like TaxCut. I think TaxCut is the most user friendly. This is the eight year I have used TaxCut and feel the results are good. Using the same software each year saves you time because you can roll last years information into this years.
【正解】: 3 | 【予測】: 4 (4.460114) | OOV: 1/12 | 【本文】: I have SlingTv and it has almost all the channels I need
【正解】: 4 | 【予測】: 4 (4.3794894) | OOV: 0/5 | 【本文】: I like it works good
【正解】: 3 | 【予測】: 4 (4.0912952) | OOV: 1/14 | 【本文】: Just got. It, don't know if I like it yet, lots to look at.
【正解】: 5 | 【予測】: 4 (4.1827364) | OOV: 1/13 | 【本文】: I like it but can't get google chrome on my amazon fire, why?
【正解】: 3 | 【予測】: 3 (3.43225) | OOV: 1/7 | 【本文】: Fun game,challenging, but no close or exit
【正解】: 5 | 【予測】: 4 (3.9586217) | OOV: 2/13 | 【本文】: Did every thing perfect.  Easy Easy Easy To Install.  Great Buy
【正解】: 5 | 【予測】: 4 (4.1982393) | OOV: 7/32 | 【本文】: Great Deal...I have been using AVG for 10+ years.  Their products get better every year.  Been enjoying &#34;virus&#34; and &#34;malware&#34; free computer operation for as long as I can remember.
【正解】: 3 | 【予測】: 4 (3.9520895) | OOV: 1/7 | 【本文】: It shuts down and it goes slow
【正解】: 5 | 【予測】: 4 (3.8155754) | OOV: 0/8 | 【本文】: App to SD works great on Note 8
【正解】: 5 | 【予測】: 4 (4.270783) | OOV: 3/13 | 【本文】: I've loved this game for years!  Great concept.  Like no other!
【正解】: 5 | 【予測】: 4 (4.4361887) | OOV: 1/5 | 【本文】: Can't get enough of it!
【正解】: 4 | 【予測】: 1 (1.2349492) | OOV: 1/4 | 【本文】: Good pass time. .
【正解】: 5 | 【予測】: 4 (3.957964) | OOV: 1/25 | 【本文】: I had watched British TV for Free last year, but like everything else Nothing comes without a premium anymore...I do Love the Variety of Shows
【正解】: 5 | 【予測】: 4 (4.093122) | OOV: 0/7 | 【本文】: A surprisingly good program considering the cost
【正解】: 5 | 【予測】: 4 (3.8258233) | OOV: 0/5 | 【本文】: needed to replace older version
【正解】: 5 | 【予測】: 4 (3.6796317) | OOV: 2/52 | 【本文】: With all the reported troubles with Vista, I skipped it and ran Windows Xp since it came out. I was ready for a change and heard good reports on Windows 7. I took a chance and I'm glad I did. I love it and only wish it would have come out sooner.
【正解】: 1 | 【予測】: 1 (1.2481251) | OOV: 1/7 | 【本文】: To many ads, and not enough playtime
【正解】: 1 | 【予測】: 4 (4.419236) | OOV: 0/7 | 【本文】: all fake, just to get your money!!
【正解】: 5 | 【予測】: 4 (3.9283235) | OOV: 0/4 | 【本文】: It worked as expected.
【正解】: 1 | 【予測】: 4 (3.7891912) | OOV: 1/5 | 【本文】: Doesn't run without a fee
【正解】: 5 | 【予測】: 4 (4.015354) | OOV: 0/16 | 【本文】: I have used Street Atlas for several years and have always been pleased with this product.
【正解】: 5 | 【予測】: 4 (4.346768) | OOV: 0/9 | 【本文】: Simple and relaxing. My 6 year old enjoys it.
【正解】: 5 | 【予測】: 4 (4.1452184) | OOV: 0/5 | 【本文】: I want more free music
【正解】: 5 | 【予測】: 3 (3.3161037) | OOV: 0/29 | 【本文】: I usually get more returns on Google than other sites when looking for something and also it gives me a wider range than just to specific word phrase searched.
【正解】: 3 | 【予測】: 4 (4.4465446) | OOV: 1/6 | 【本文】: liked Godzilla that was about it.
【正解】: 4 | 【予測】: 4 (3.7720954) | OOV: 1/16 | 【本文】: Censorship. Only really a good program for Birthday and sharing your business. Positive verse not appreciated
【正解】: 5 | 【予測】: 4 (4.2406588) | OOV: 0/6 | 【本文】: My problem. Product ok, works well.
【正解】: 1 | 【予測】: 1 (1.209923) | OOV: 1/15 | 【本文】: Would not work. tried number shows. Did not play. Cancelled app. It was in affective
【正解】: 1 | 【予測】: 3 (3.3430831) | OOV: 2/12 | 【本文】: did not oreder so I do not watch, so I cannot rare?
【正解】: 1 | 【予測】: 4 (4.388568) | OOV: 1/11 | 【本文】: you got pay. a billionaire and still she needs more money?
【正解】: 4 | 【予測】: 5 (4.51084) | OOV: 23/215 | 【本文】: My wife and I liked the app we did cancel, but are going to renew. We also like sling (esp. weather nation which Hulu does not offer). We cancel sling in favor of a better line up on Hulu, esp. local channels. Although Sling gave a good selection and was better organized ( the grid), the pricing comes out very similar to Hulu. Hulu made us more comfortable and we have been a Hulu customer many years before. Hulu does have fade out and fade in on its channels operations(picture interruptions and lost portions in programming). we will adjust! What we would like to see is a separate weather channel(weather nation or the weather channel), besides news channels and a grid format would also help. overall we have been and are happy with both(Hulu/Sling). but at present have decide to go back to Hulu. The changes have been expensive. but we have decide to spend the money on Hulu esp. with streaming being challenge. by the government and Hollywood leaving us with no option, but to pay for what once was free entertainment nation wide(before micro wave and reintroduce EMF alterations)(local channels e,g. ABC, CBS, FOX etc. Thank you for asking and hope the feedback we gave will bring about these few changes. Thank you.
【正解】: 1 | 【予測】: 4 (4.0277457) | OOV: 0/5 | 【本文】: not really a good program.
【正解】: 3 | 【予測】: 4 (4.294915) | OOV: 0/5 | 【本文】: does not work that well.
【正解】: 3 | 【予測】: 4 (4.2174954) | OOV: 0/11 | 【本文】: ok, but not really a good deal free or paying for.
【正解】: 3 | 【予測】: 4 (3.7591796) | OOV: 0/8 | 【本文】: use it for sports other then that useless.
【正解】: 3 | 【予測】: 4 (4.1116643) | OOV: 0/10 | 【本文】: have no idea what this is I did not order???
【正解】: 5 | 【予測】: 4 (3.552972) | OOV: 2/4 | 【本文】: BETHER PRICE BETHER PRICE
【正解】: 5 | 【予測】: 4 (4.2681274) | OOV: 5/62 | 【本文】: Super handy to be able to pull up a newscast and watch it! I love WDRB in the morning but don’t have time some mornings to watch. I can stream episodes and catch up with my favorite morning show. I can stream any newscast from anywhere. So handy to have, especially if satellite tv goes down. You can stream live as well.
【正解】: 5 | 【予測】: 4 (3.793763) | OOV: 0/21 | 【本文】: I use it every year and the past few, I have purchased from Amazon. Why pay someone to do your taxes?
【正解】: 5 | 【予測】: 4 (4.273598) | OOV: 4/32 | 【本文】: Have used it for over 15 years. works as advertised.  Great features. Cost is outrageous for 1 year of full functioning.<br />Don't know of any other software that does the job.
【正解】: 4 | 【予測】: 4 (4.101672) | OOV: 2/56 | 【本文】: Site will not accept the code given by Roku no matter what I do. I followed all instructions, and they wont answer the phone number given for issues.<br />The instructions are crazy, I had to put a large computer desk together, and the instructions were less than a quarter of the instructions for accessing this app.
【正解】: 5 | 【予測】: 4 (3.9132648) | OOV: 5/25 | 【本文】: What I don't like about this app is it so addictive.  I can't put it down.  It has a great selection of pictures.
【正解】: 5 | 【予測】: 4 (3.614006) | OOV: 3/18 | 【本文】: Easy to use.  No problems.  IRS has not auditioned me yet although I am a conservative.
【正解】: 5 | 【予測】: 4 (4.134629) | OOV: 2/18 | 【本文】: Was great for its time.<br />The latest versions have Developer Edition (almost identical to Enterprise) downloadable for free.
【正解】: 5 | 【予測】: 4 (4.3173842) | OOV: 2/44 | 【本文】: I'm really enjoying this game. I really like that you can still access the puzzle of the day for a week. Sometimes life gets in the way of fun and it's nice to be able to miss a day without missing the puzzle too.
【正解】: 1 | 【予測】: 4 (4.349043) | OOV: 2/12 | 【本文】: These are not normal jigsaw and I didn't like them at all.
【正解】: 1 | 【予測】: 4 (4.346823) | OOV: 1/11 | 【本文】: Not a normal jigsaw. I did not like this at all.
【正解】: 5 | 【予測】: 1 (1.2295223) | OOV: 30/268 | 【本文】: The software is especially easy to use after going thru it once. For the novice it offers an "interview mode" where it sits you down and guides you through the tax filing information gathering process, from the beginning where it gathers your personal information through to the end where it offers to let you electronically file your return or mail your return, and when and where to send it, and then offers to create a PDF file for your records in a complete and understandable format. If you're an experienced filer and don't wish to be "spoonfed" by the interview process, Turbotax lets you choose the way you want to enter your information, such as beginning with personal data , then to your taxable activities, deductions, your personal taxes, your business taxes if applicable (Schedule C)  ...... everything in whatever order you prefer.  A perfect example of the value of Turbotax is the recent voluminous changes resulting from President Trump's considerable and positive changes to the tax law , enabling you to be almost oblivious to the details of the change (e.g. deductions, exemptions, etc.) and yet still file an accurate return.  Finally, Turbotax is very budget-friendly by offeeing Federal e-filing at no additional cost, permission to run their software on as many a 5 PC's at no additional cost, guides you through your selection of receiving a refund by check or by electronic deposit to your bank, and so on. Finally it provides for your State taxes as well if you purchase the very low cost Deluxe version, in my opinion almost a freebie.
【正解】: 3 | 【予測】: 4 (4.138719) | OOV: 19/178 | 【本文】: I encountered a bug in processing my 1099-MISC (Schedule C). Using the "I'll choose what to work on" mode Turbotax would not make entrering Schedule C expenses available .To make a long story shorter, after spending a lot of time on this, a Turbotax tech rep told me there was a bug in the Win 7 support. The workaround was to process the 1099-MISC in "Interview Mode".<br /><br />This experience left me in a vulnerable mood and I reacted poorly to being told Windows 7 won't be supported at all in the 2020 Turbotax Version. While I can understand their shying away from supporting Windows 7 at some point, I felt they could have accommodated us for at least the 2020 tax year. After all, Windows 10 is fully supported and is very accommodating to Windows 7 applications, I feel sure that Turbotax 2020 could be supported. That would have allowed more time for us to upgrade to Windows 10. I'm sure many users will switch to Tax Cut if that remains supported by Windows 7 next year.
【正解】: 3 | 【予測】: 3 (2.9492412) | OOV: 46/281 | 【本文】: Generally I give TurboTax high grades for its ease of use, support, and its accuracy.<br /><br />However I've just had an experience that gives me strong cause to reconsider.<br /><br />I entered my pension income from my 1099-R form and it carried it forward to my Pennsylvania State form. There was no way to remove it other than to use the "backdoor" which allows you to X a selection that says something like "my state doesn't require this to be taxed". This is the first time in a dozen years that TurboTax didn't know my state's laws.<br /><br />I spent an hour and a half with a TurboTax rep who was very courteous and generous with her time. However, she researched this, asked colleagues, and stood by Turbotax and told me PA requires tax on "qualified pensions"<br /><br />Spent a lot of time on Google and kept seeing that pensions were exempt. DLed and read the PA 2009 Tax Guidelines and while it is just slightly subject to interpretation it says pretty clearly that they don't tax on pensions. Specifically:<br /><br />INCOME NOT TAXABLE FOR PA PIT PURPOSES: (other items are in the list, of course)<br />* Commonly recognized pension, old age, or retirement<br />benefits paid after becoming eligible to retire, and retiring<br /><br />This review is a "BUYER BEWARE" on using TurboTax. This is an exception, but if I had followed their instructions it would have cost me over $800 and I never would have forgiven myself.<br /><br />My advice is still to use Turbotax given that it only has one other software rival, but if you think something is wrong, follow your gut.<br /><br />Thanks for reading ... Sam
【正解】: 5 | 【予測】: 1 (1.2535568) | OOV: 55/458 | 【本文】: You may not need this expensive version of TurboTax if you're buying it primarily because you also have investment income (Schedule D). I realize TT has recommended this but they've recanted and told me that the 2008 Deluxe version will be every bit as capable as the 2007 Deluxe version was in guiding us through the Schedule D, C, SE and other self employment forms.<br /><br />Here's the dialogue:<br /><br />TurboTax support has been extremely responsive in calling me back regarding my complaint to them about how badly they're confusing people on which TT product to buy.<br /><br />I'd like you to read my question to them and then their answer. The bottom line is that TTDeluxe 2008 is every bit as comprehensive (and more) as the TTDeluxe 2007 product. There are no takeaways and no real reason for a Schedule D user to have to buy the Premiere version and no significant reason why a self-employed person MUST buy the Home/Business version. He knew their company screwed up and caused a public relations nightmare. Apparently the "recommended" upgrade products have expanded guidance and help for the uninitiated TT user.<br /><br />If this 2nd review of mine is not accepted by Amazon, I will try to post it to the Premiere version and the Home/Business version and also as a comment to my 1st review here.<br /><br />My question:<br /><br />Considerable confusion exists as to whether a person with investment income/transactions or self employed income absolutely needs to buy the considerably more expensive Premiere or Home/Business version. Your website indicates that the Deluxe version "includes" forms Sched. D, Sched. C, SE etc. and yet you say we should buy the more expensive program. This doesn't make sense. I'll be happy if Deluxe 2008 is as comprehensive as Deluxe 2007 was but nowhere do you compare the 2008 and 2007 versions.<br /><br />You are getting very bad reviews this year on Amazon because of all this confusion. People believe you are taking away function from Deluxe and raising the price to boot.<br /><br />Their response:<br /><br />"These are the actions we took to assist you in resolving your issue:<br /><br />I was able to express to Sam that the Deluxe program will have the same functionality as in previous years, as well as additional features as well. Sam express his confusion on the product features and that of the comparison between each of the verison of TTax. I informed Sam that he has given me a great piece of reference when relaying the changes, functions, and ease of usage within the program.<br />I will be able to inform my supervisors on this as well as urge the response for our return customers, as well as new.<br />Thank You Sam."
【正解】: 4 | 【予測】: 1 (1.2535568) | OOV: 59/456 | 【本文】: You may not need this expensive version of TurboTax if you're buying it primarily because you also have self-employment income (1099-MISC). I realize TT has recommended this but they've recanted and told me that the 2008 Deluxe version will be every bit as capable as the 2007 Deluxe version was in guiding us through the Schedule C, SE and other self employment forms.<br /><br />Here's the dialogue:<br /><br />TurboTax has just apologized to me.<br /><br />TurboTax support has been extremely responsive in calling me back regarding my complaint to them about how badly they're confusing people on which TT product to buy.<br /><br />I'd like you to read my question to them and then their answer. The bottom line is that TTDeluxe 2008 is every bit as comprehensive (and more) as the TTDeluxe 2007 product. There are no takeaways and no real reason for a Schedule D user to have to buy the Premiere version and no significant reason why a self-employed person MUST buy the Home/Business version. He knew their company screwed up and caused a public relations nightmare. Apparently the "recommended" upgrade products have expanded guidance and help for the uninitiated TT user.<br /><br />If this 2nd review of mine is not accepted by Amazon, I will try to post it to the Premiere version and the Home/Business version and also as a comment to my 1st review here.<br /><br />My question:<br /><br />Considerable confusion exists as to whether a person with self employed income absolutely needs to buy the considerably more expensive Home/Business version. Your website indicates that the Deluxe version "includes" forms Sched. C, SE etc. and yet you say we should buy the more expensive program. This doesn't make sense. I'll be happy if Deluxe 2008 is as comprehensive as Deluxe 2007 was but nowhere do you compare the 2008 and 2007 versions.<br /><br />You are getting very bad reviews this year on Amazon because of all this confusion. People believe you are taking away function from Deluxe and raising the price to boot.<br /><br />Their response:<br /><br />"These are the actions we took to assist you in resolving your issue:<br /><br />I was able to express to Sam that the Deluxe program will have the same functionality as in previous years, as well as additional features as well. Sam express his confusion on the product features and that of the comparison between each of the verison of TTax. I informed Sam that he has given me a great piece of reference when relaying the changes, functions, and ease of usage within the program.<br />I will be able to inform my supervisors on this as well as urge the response for our return customers, as well as new.<br />Thank You Sam."
【正解】: 1 | 【予測】: 3 (2.9553077) | OOV: 84/554 | 【本文】: Note: I have been encouraged by several readers to update my review which appears below unaltered.<br /><br />That review stated that Turbotax Deluxe 2008 had two significant takeaways: 1. Support for Investment Activity (Schedule D) and 2. Support for Self-Employment Income. Turns out that I was deceived by information presented in their version comparison tables and in other areas of their web site, and also by conversations with TT support reps who were also incorrect.<br /><br />I'd like to set the record straight now that I've had further conversations with their technical support and now that I've bought the Deluxe 2008 product and gone through it.<br /><br />The bottom line is that the Deluxe version continues to support Investment activity and Self-Employment (Schedules C, SE, etc.). The support is at least as good or better that Deluxe 2007.<br /><br />Reading through their web site, if you're as thorough as I was, you'll be told that Deluxe should not be used if you have investment activity or self-employment income. Instead, you'll be guided to use the more expensive Premier or Home & Business versions respectively.<br /><br />I based my review and 1-star rating on this information, believing it was true. I must apologize for stirring up so much controversy but in my defense I was acting on what they told me rather than by actually buying and exercising the Deluxe product. I couldn't really do that without buying all 3 versions and returning the two that I didn't need.<br /><br />You can see how I was misled if you review one of these references at:<br />[...]<br /><br />I am truly sorry for offending a few of you and for presenting information that was incorrect. That's not my style and I always strive for honesty and accuracy.<br /><br />Thank you ... Sam Gerber (That review follows these remarks if you want to read it)<br />---------------------------------------------------------<br />I was upset enough that Turbotax presented us with a 33% price increase and tried to sneak in the $10 extra printing surcharge, but wait 'til you read this, if you didn't already know it.<br /><br />TurboxTax Deluxe just had two SIGNIFICANT functional takeaways which require us to buy even more expensive versions of their products.<br /><br />1. No more Schedule D support! Even if you're not actively buying and selling stocks and bonds, it is still likely that many of you will receive a dividend from your taxable mutual fund (or stock you've been holding). Guess what ... you have to buy the upgrade Premiere Version to file the Schedule D. (Another $20)<br /><br />2. No more self employment support. If you have a normal job that reports your income on a W2 form but have a side job where you're paid as a contractor on a 1099-MISC form ... they gotcha again!!! No more Schedule C, SE etc. support. Now you have to  buy Home and Small Business for a total of $100 including 1 state.<br /><br />So ... the 2007 Deluxe product just went from $45 to $100 for people who fall into categories 1 and 2 above.<br /><br />This infuriated me and yet I didn't see any outrage expressed in the Amazon postings.<br /><br />I'm now looking at Tax Cut's pricing and will likely switch after 10 years using TT.<br /><br />Regards to all ... Sam
【正解】: 5 | 【予測】: 3 (2.9564152) | OOV: 84/492 | 【本文】: I've been a TurboTax Deluxe (with State) user for 6 years now. Don't really think I could be without it.<br /><br />Clearly the biggest advantage is having the program keep me aware of the ever-changing tax laws, rates, and ever-changing limits on deductions. The final returns are prepared with mathematical accuracy and crystal clear and unblemished appearance ... no coffee stains and no wrinkled paper.<br /><br />TT also contributes to a paper-free environment. I no longer receive forms from the Federal and State governments except for a preprinted voucher (if taxes are owed) and a set of estimated payment forms if your history indicates you use those. When the return is complete, I simply print my copy in PDF format and save it on my computer. (The "save to PDF" feature is a terrific bonus.) For the forms I mail, the program directs me accurately to the proper tax authority's mailing address for my geographic area,<br /><br />The revised structure of TurboTax makes it very easy to re-enter the program and make a single adjustment. You don't have to re-enter the somewhat cumbersome interview process. You're presented with a list of income items or a list of deduction items. If that 1099-INT wandered in late from your Credit Union, you just go directly to Income items, click Interest and Dividends from the list and just deal with your single change. I might mention that the program does a good job in retaining the various firms that paid you Interest and Dividends last year ... a handy reminder of payments that are reported late (in case you forgot).<br /><br />I became a "small business" a few years back because part of my income is derived from developing web sites. It's quite daunting to enter the world of 1099-MISC, Schedule Cs, 179 Depreciation, Form 4562 and others. Turbotax shielded me from all that and provided me an education at the same time.<br /><br />Some may argue that what I'm about to say is not a "feature" but if your return is flagged validly for some error or omission, it sure is nice having TurboTax stand between you and the IRS, just like a paid tax preparer. Sure you might have to pony up some money, but you're unlikely to be chastised in any big way because "my TurboTax didn't ask me that". Sure sounds like a good excuse in my book.<br /><br />For $40 or $45 it's hard for me to imagine anyone opting to do their taxes from government publications, forms and endless reading of things that are difficult for mortals to understand. Tax preparers are at the ready if you don't want to do it yourself but for most people's relatively simple returns why pay a preparer $150 or more?<br /><br />You've probably got enough reviews here without mine but I always feel compelled to write reviews of products that I really like.<br /><br />Hope I haven't wasted your time ... Sam
【正解】: 3 | 【予測】: 4 (3.980007) | OOV: 0/4 | 【本文】: I like this view
【正解】: 1 | 【予測】: 4 (3.7492151) | OOV: 3/22 | 【本文】: Don't blame D.C. from dropping out lf the James Bond movies if this is the best the movie people can come-up with!!!
【正解】: 1 | 【予測】: 3 (3.2330923) | OOV: 2/6 | 【本文】: I can't  find this wallpaper!!
【正解】: 4 | 【予測】: 4 (3.9833534) | OOV: 2/20 | 【本文】: App is Handy place to keep track of Alexa related info and see what you have done with Alexa too.
【正解】: 1 | 【予測】: 3 (3.4300904) | OOV: 0/14 | 【本文】: Stops working on page 3 EVERY TIME. At least on my Kindle Fire HD.
【正解】: 5 | 【予測】: 1 (1.2202569) | OOV: 1/5 | 【本文】: Only one we use !!!!
【正解】: 5 | 【予測】: 4 (3.748432) | OOV: 5/50 | 【本文】: This relates to my Fire TV products only.  I never had a problem getting You Tube on my fire tablets.<br />It is much better to use the official app as opposed to the backdoor methods users had to take while Amazon and Google were bickering.  Play nice boys!
【正解】: 5 | 【予測】: 4 (3.792083) | OOV: 0/11 | 【本文】: Fast response, large quantity of technical words, and details of sources.
【正解】: 5 | 【予測】: 4 (3.9457953) | OOV: 2/38 | 【本文】: This news outlet served two purposes for me : it provides me with some national and local religious news as well as event information in Utah where much of my family resides<br />The digital aspect is very convenient.
【正解】: 3 | 【予測】: 4 (4.1476197) | OOV: 6/39 | 【本文】: I like the feature where I can move items to various folders but apparently I cannot view attachments or download them to my kindle (not a HD version).I also can't change the font size...the default font is too small.
【正解】: 5 | 【予測】: 4 (4.2762947) | OOV: 1/12 | 【本文】: My grandson loves this game! And he is very creative while playing.
【正解】: 5 | 【予測】: 4 (4.423292) | OOV: 1/7 | 【本文】: My grandson played this and loved it!
【正解】: 5 | 【予測】: 4 (4.4890304) | OOV: 3/28 | 【本文】: Puzzles truly are exciting, restful, mind bending. I find the best puzzles right here.  Thank you for the beautiful times I get enjoy every one of them.
【正解】: 1 | 【予測】: 4 (3.7347567) | OOV: 1/29 | 【本文】: Slow and clumsy, and you can only play a few hands before it expects you to buy points or coins or whatever to continue to play. What a joke,
【正解】: 1 | 【予測】: 1 (1.2066891) | OOV: 22/201 | 【本文】: I have been thinking it was me that just was not getting the gist of Quicken, but am finally done with the hassle.<br /><br />I am not a novice with financial software, but my needs are not what they were for many years, so thought Quicken made sense and started with Home and Business 2007--upgrading every time there was an update.  I have small-business entries that I want to make.  This program is so focused on spending transactions but not intuitive at all on income transactions; and involves much monkey business.  Help menu does not show relevant results, help chat gives circular reasoning and ends up with worthless info, and phone help is helpless--not to mention all of the wasted time.<br /><br />My opinion and recommendation on this program is to be very sure before you spend any money on it.  I wish that I would have read and heeded all the negative reviews.  (Even the most positive review was lamenting problems).  Now I am stuck with a couple years of entries that will have to try to convert over to another software.  Last bite is that my upgrade is ten days past refundable.
【正解】: 5 | 【予測】: 4 (4.2242937) | OOV: 3/17 | 【本文】: My grandson 9yr-3rd grade loves this game. Kept both of us entertained when he visited. Very nice.
【正解】: 5 | 【予測】: 4 (4.115966) | OOV: 1/20 | 【本文】: Works to good. Haven't missed a bid since I got it! Will use a lot in coming years. Great app.
【正解】: 5 | 【予測】: 4 (4.376263) | OOV: 10/82 | 【本文】: After MANY viewings of the video, thank heaven for the videos, I can make it work. After I get used to it it will be very useful. It does all of my internet pages, plus some.it will make my shopping list, after I get better at using it. I'm very happy with it.<br /><br />But don't try the tablet before msking your account on your desktop unless you want to keep redoing everything.<br /><br />works great now that i figured it out!
【正解】: 5 | 【予測】: 4 (4.214669) | OOV: 2/20 | 【本文】: My granddaughter is wanting to go into the Navy and wanted to score well on her asvab, and she did!!!
【正解】: 1 | 【予測】: 4 (3.810255) | OOV: 2/17 | 【本文】: Is there ever going to be an update for Facebook app on kindle fire 🔥?????  When?????
【正解】: 4 | 【予測】: 4 (3.5131419) | OOV: 0/8 | 【本文】: It works great on a Kindle Fire tablet.
【正解】: 5 | 【予測】: 4 (4.426977) | OOV: 15/57 | 【本文】: I've used other software (Nort. & Kasp.) and I've found that Webroot is far superior to these. Webroot antivirus updates  and spy sweeper scans are fast and thorough and they do not intrude into the screen during my work.<br />Webroot was recommended to me by a Best Buy salesperson and I am well pleased with it.
【正解】: 5 | 【予測】: 4 (4.3276634) | OOV: 1/27 | 【本文】: My wife loves the kindle fire I bought for her. The little use that I've had with it has been great. Make all your products like this.
【正解】: 1 | 【予測】: 4 (3.8677032) | OOV: 4/29 | 【本文】: Item is defective will no load beyond the 13th file on the installation disc.  Attempted on four occasions with the same problem.<br /><br />Want to return to Amazon
【正解】: 5 | 【予測】: 1 (1.1846646) | OOV: 1/5 | 【本文】: A great tax product !
【正解】: 2 | 【予測】: 4 (3.7815769) | OOV: 3/14 | 【本文】: Will not fit in with Overdrive at the Charlotte Mecklenburg public library eBooks online.
【正解】: 1 | 【予測】: 1 (1.2451044) | OOV: 3/70 | 【本文】: They made us buy the premier version for stocks and bonds. Then they offered a partial refund for the extra cost and said they would return it back to the deluxe version going forward. Guess what, they LIED. For 2015, the premier version is needed if you have stocks and bonds to worry about and the cost is at least 50% more. I am done with intuit and their greed.
【正解】: 1 | 【予測】: 4 (4.30959) | OOV: 0/5 | 【本文】: Too difficult to figure out.
【正解】: 2 | 【予測】: 4 (4.4444265) | OOV: 1/7 | 【本文】: Lacked instructions on how to use it.
【正解】: 5 | 【予測】: 4 (4.008659) | OOV: 0/7 | 【本文】: Very effective on my android. Quick, effective.
【正解】: 2 | 【予測】: 1 (1.1756272) | OOV: 7/79 | 【本文】: Way to complicated. And you hand over total permission for others to see your records. Bad! I had a loser md who retaliated against me when I requested he correct mistakes in his report. He created a false, actually scary report & then disseminated it. New mds would not take me because of this fake report. Now I have to sue him. BE CAUTIOUS ON YOUR MEDICAL RECORDS!  SOFTWARE LIKE THIS WANTS YOU TO GRANT FULL CONTROL. BEWARE!!!
